merchant_id,official_name,alias,category
MERCH_RH_004_220,Housing.com Rent,LOCON SOLUTIONS,Rent & Housing
MERCH_RH_004_221,Housing.com Rent Online,HOUSING.COM RENT ONLINE,Rent & Housing
MERCH_RH_004_221,Housing.com Rent Online,LOCON SOLUTIONS ONLINE,Rent & Housing
MERCH_RH_004_222,Housing.com Rent Pay,HOUSING.COM RENT PAY,Rent & Housing
MERCH_RH_004_222,Housing.com Rent Pay,LOCON SOLUTIONS PAY,Rent & Housing
MERCH_EN_000_223,Netflix,NETFLIX,Entertainment
MERCH_EN_000_223,Netflix,NETFLIX INDIA,Entertainment
MERCH_EN_000_223,Netflix,NETFLIX.COM,Entertainment
MERCH_EN_000_224,Netflix Digital,NETFLIX DIGITAL,Entertainment
MERCH_EN_000_224,Netflix Digital,NETFLIX INDIA DIGITAL,Entertainment
MERCH_EN_000_224,Netflix Digital,NETFLIX.COM DIGITAL,Entertainment
MERCH_EN_000_225,Netflix Media,NETFLIX MEDIA,Entertainment
MERCH_EN_000_225,Netflix Media,NETFLIX INDIA MEDIA,Entertainment
MERCH_EN_000_225,Netflix Media,NETFLIX.COM MEDIA,Entertainment
MERCH_EN_000_226,Netflix India,NETFLIX INDIA,Entertainment
MERCH_EN_000_226,Netflix India,NETFLIX INDIA INDIA,Entertainment
MERCH_EN_000_226,Netflix India,NETFLIX.COM INDIA,Entertainment
MERCH_EN_001_227,Spotify,SPOTIFY,Entertainment
MERCH_EN_001_227,Spotify,SPOTIFY INDIA,Entertainment
MERCH_EN_001_227,Spotify,SPOTIFY AB,Entertainment
MERCH_EN_001_228,Spotify Digital,SPOTIFY DIGITAL,Entertainment
MERCH_EN_001_228,Spotify Digital,SPOTIFY INDIA DIGITAL,Entertainment
MERCH_EN_001_228,Spotify Digital,SPOTIFY AB DIGITAL,Entertainment
MERCH_EN_001_229,Spotify Media,SPOTIFY MEDIA,Entertainment
MERCH_EN_001_229,Spotify Media,SPOTIFY INDIA MEDIA,Entertainment
MERCH_EN_001_229,Spotify Media,SPOTIFY AB MEDIA,Entertainment
MERCH_EN_001_230,Spotify India,SPOTIFY INDIA,Entertainment
MERCH_EN_001_230,Spotify India,SPOTIFY INDIA INDIA,Entertainment
MERCH_EN_001_230,Spotify India,SPOTIFY AB INDIA,Entertainment
MERCH_EN_002_231,Prime Video,AMAZON PRIME,Entertainment
MERCH_EN_002_231,Prime Video,PRIME VIDEO,Entertainment
MERCH_EN_002_231,Prime Video,AMAZON PRIME SUBSCRIPTION,Entertainment
MERCH_EN_002_232,Prime Video Digital,AMAZON PRIME DIGITAL,Entertainment
MERCH_EN_002_232,Prime Video Digital,PRIME VIDEO DIGITAL,Entertainment
MERCH_EN_002_232,Prime Video Digital,AMAZON PRIME SUBSCRIPTION DIGITAL,Entertainment
MERCH_EN_002_233,Prime Video Media,AMAZON PRIME MEDIA,Entertainment
MERCH_EN_002_233,Prime Video Media,PRIME VIDEO MEDIA,Entertainment
MERCH_EN_002_233,Prime Video Media,AMAZON PRIME SUBSCRIPTION MEDIA,Entertainment
MERCH_EN_002_234,Prime Video India,AMAZON PRIME INDIA,Entertainment
MERCH_EN_002_234,Prime Video India,PRIME VIDEO INDIA,Entertainment
MERCH_EN_002_234,Prime Video India,AMAZON PRIME SUBSCRIPTION INDIA,Entertainment
MERCH_EN_003_235,Disney+ Hotstar,HOTSTAR,Entertainment
MERCH_EN_003_235,Disney+ Hotstar,DISNEY+ HOTSTAR,Entertainment
MERCH_EN_003_235,Disney+ Hotstar,NOVI DIGITAL,Entertainment
MERCH_EN_003_236,Disney+ Hotstar Digital,HOTSTAR DIGITAL,Entertainment
MERCH_EN_003_236,Disney+ Hotstar Digital,DISNEY+ HOTSTAR DIGITAL,Entertainment
MERCH_EN_003_236,Disney+ Hotstar Digital,NOVI DIGITAL DIGITAL,Entertainment
MERCH_EN_003_237,Disney+ Hotstar Media,HOTSTAR MEDIA,Entertainment
MERCH_EN_003_237,Disney+ Hotstar Media,DISNEY+ HOTSTAR MEDIA,Entertainment
MERCH_EN_003_237,Disney+ Hotstar Media,NOVI DIGITAL MEDIA,Entertainment
MERCH_EN_003_238,Disney+ Hotstar India,HOTSTAR INDIA,Entertainment
MERCH_EN_003_238,Disney+ Hotstar India,DISNEY+ HOTSTAR INDIA,Entertainment
MERCH_EN_003_238,Disney+ Hotstar India,NOVI DIGITAL INDIA,Entertainment
MERCH_EN_004_239,BookMyShow,BOOKMYSHOW,Entertainment
MERCH_EN_004_239,BookMyShow,BIGTREE ENTERTAINMENT,Entertainment
MERCH_EN_004_239,BookMyShow,BMS TICKETS,Entertainment
MERCH_EN_004_240,BookMyShow Digital,BOOKMYSHOW DIGITAL,Entertainment
MERCH_EN_004_240,BookMyShow Digital,BIGTREE ENTERTAINMENT DIGITAL,Entertainment
MERCH_EN_004_240,BookMyShow Digital,BMS TICKETS DIGITAL,Entertainment
MERCH_EN_004_241,BookMyShow Media,BOOKMYSHOW MEDIA,Entertainment
MERCH_EN_004_241,BookMyShow Media,BIGTREE ENTERTAINMENT MEDIA,Entertainment
MERCH_EN_004_241,BookMyShow Media,BMS TICKETS MEDIA,Entertainment
MERCH_EN_004_242,BookMyShow India,BOOKMYSHOW INDIA,Entertainment
MERCH_EN_004_242,BookMyShow India,BIGTREE ENTERTAINMENT INDIA,Entertainment
MERCH_EN_004_242,BookMyShow India,BMS TICKETS INDIA,Entertainment
MERCH_EN_005_243,PVR Cinemas,PVR CINEMAS,Entertainment
MERCH_EN_005_243,PVR Cinemas,PVR INOX,Entertainment
MERCH_EN_005_243,PVR Cinemas,PVR LIMITED,Entertainment
MERCH_EN_005_244,PVR Cinemas Digital,PVR CINEMAS DIGITAL,Entertainment
MERCH_EN_005_244,PVR Cinemas Digital,PVR INOX DIGITAL,Entertainment
MERCH_EN_005_244,PVR Cinemas Digital,PVR LIMITED DIGITAL,Entertainment
MERCH_EN_005_245,PVR Cinemas Media,PVR CINEMAS MEDIA,Entertainment
MERCH_EN_005_245,PVR Cinemas Media,PVR INOX MEDIA,Entertainment
MERCH_EN_005_245,PVR Cinemas Media,PVR LIMITED MEDIA,Entertainment
MERCH_EN_005_246,PVR Cinemas India,PVR CINEMAS INDIA,Entertainment
MERCH_EN_005_246,PVR Cinemas India,PVR INOX INDIA,Entertainment
MERCH_EN_005_246,PVR Cinemas India,PVR LIMITED INDIA,Entertainment
MERCH_EN_006_247,SonyLIV,SONYLIV,Entertainment
MERCH_EN_006_247,SonyLIV,CULVER MAX ENTERTAINMENT,Entertainment
MERCH_EN_006_248,SonyLIV Digital,SONYLIV DIGITAL,Entertainment
MERCH_EN_006_248,SonyLIV Digital,CULVER MAX ENTERTAINMENT DIGITAL,Entertainment
MERCH_EN_006_249,SonyLIV Media,SONYLIV MEDIA,Entertainment
MERCH_EN_006_249,SonyLIV Media,CULVER MAX ENTERTAINMENT MEDIA,Entertainment
MERCH_EN_006_250,SonyLIV India,SONYLIV INDIA,Entertainment
MERCH_EN_006_250,SonyLIV India,CULVER MAX ENTERTAINMENT INDIA,Entertainment
MERCH_EN_007_251,YouTube Premium,YOUTUBE PREMIUM,Entertainment
MERCH_EN_007_251,YouTube Premium,GOOGLE YOUTUBE,Entertainment
MERCH_EN_007_252,YouTube Premium Digital,YOUTUBE PREMIUM DIGITAL,Entertainment
MERCH_EN_007_252,YouTube Premium Digital,GOOGLE YOUTUBE DIGITAL,Entertainment
MERCH_EN_007_253,YouTube Premium Media,YOUTUBE PREMIUM MEDIA,Entertainment
MERCH_EN_007_253,YouTube Premium Media,GOOGLE YOUTUBE MEDIA,Entertainment
MERCH_EN_007_254,YouTube Premium India,YOUTUBE PREMIUM INDIA,Entertainment
MERCH_EN_007_254,YouTube Premium India,GOOGLE YOUTUBE INDIA,Entertainment
MERCH_EN_008_255,Apple Music,APPLE MUSIC,Entertainment
MERCH_EN_008_255,Apple Music,APPLE.COM/BILL,Entertainment
MERCH_EN_008_256,Apple Music Digital,APPLE MUSIC DIGITAL,Entertainment
MERCH_EN_008_256,Apple Music Digital,APPLE.COM/BILL DIGITAL,Entertainment
MERCH_EN_008_257,Apple Music Media,APPLE MUSIC MEDIA,Entertainment
MERCH_EN_008_257,Apple Music Media,APPLE.COM/BILL MEDIA,Entertainment
MERCH_EN_008_258,Apple Music India,APPLE MUSIC INDIA,Entertainment
MERCH_EN_008_258,Apple Music India,APPLE.COM/BILL INDIA,Entertainment
MERCH_EN_009_259,Wonderla,WONDERLA,Entertainment
MERCH_EN_009_259,Wonderla,WONDERLA AMUSEMENT PARK,Entertainment
MERCH_EN_009_260,Wonderla Digital,WONDERLA DIGITAL,Entertainment
MERCH_EN_009_260,Wonderla Digital,WONDERLA AMUSEMENT PARK DIGITAL,Entertainment
MERCH_EN_009_261,Wonderla Media,WONDERLA MEDIA,Entertainment
MERCH_EN_009_261,Wonderla Media,WONDERLA AMUSEMENT PARK MEDIA,Entertainment
MERCH_EN_009_262,Wonderla India,WONDERLA INDIA,Entertainment
MERCH_EN_009_262,Wonderla India,WONDERLA AMUSEMENT PARK INDIA,Entertainment
MERCH_HC_000_263,Apollo Pharmacy,APOLLO PHARMACY,Healthcare
MERCH_HC_000_263,Apollo Pharmacy,APOLLO HOSPITALS PHARMA,Healthcare
MERCH_HC_000_263,Apollo Pharmacy,APOLLO 247,Healthcare
MERCH_HC_000_264,Apollo Pharmacy Healthcare,APOLLO PHARMACY HEALTHCARE,Healthcare
MERCH_HC_000_264,Apollo Pharmacy Healthcare,APOLLO HOSPITALS PHARMA HEALTHCARE,Healthcare
MERCH_HC_000_264,Apollo Pharmacy Healthcare,APOLLO 247 HEALTHCARE,Healthcare
MERCH_HC_000_265,Apollo Pharmacy Medical,APOLLO PHARMACY MEDICAL,Healthcare
MERCH_HC_000_265,Apollo Pharmacy Medical,APOLLO HOSPITALS PHARMA MEDICAL,Healthcare
MERCH_HC_000_265,Apollo Pharmacy Medical,APOLLO 247 MEDICAL,Healthcare
MERCH_HC_000_266,Apollo Pharmacy Care,APOLLO PHARMACY CARE,Healthcare
MERCH_HC_000_266,Apollo Pharmacy Care,APOLLO HOSPITALS PHARMA CARE,Healthcare
MERCH_HC_000_266,Apollo Pharmacy Care,APOLLO 247 CARE,Healthcare
MERCH_HC_001_267,PharmEasy,PHARMEASY,Healthcare
MERCH_HC_001_267,PharmEasy,API HOLDINGS,Healthcare
MERCH_HC_001_267,PharmEasy,PHARMEASY ONLINE,Healthcare
MERCH_HC_001_268,PharmEasy Healthcare,PHARMEASY HEALTHCARE,Healthcare
MERCH_HC_001_268,PharmEasy Healthcare,API HOLDINGS HEALTHCARE,Healthcare
MERCH_HC_001_268,PharmEasy Healthcare,PHARMEASY ONLINE HEALTHCARE,Healthcare
MERCH_HC_001_269,PharmEasy Medical,PHARMEASY MEDICAL,Healthcare
MERCH_HC_001_269,PharmEasy Medical,API HOLDINGS MEDICAL,Healthcare
MERCH_HC_001_269,PharmEasy Medical,PHARMEASY ONLINE MEDICAL,Healthcare
MERCH_HC_001_270,PharmEasy Care,PHARMEASY CARE,Healthcare
MERCH_HC_001_270,PharmEasy Care,API HOLDINGS CARE,Healthcare
MERCH_HC_001_270,PharmEasy Care,PHARMEASY ONLINE CARE,Healthcare
MERCH_HC_002_271,Tata 1mg,1MG,Healthcare
MERCH_HC_002_271,Tata 1mg,TATA 1MG,Healthcare
MERCH_HC_002_271,Tata 1mg,1MG TECHNOLOGIES,Healthcare
MERCH_HC_002_272,Tata 1mg Healthcare,1MG HEALTHCARE,Healthcare
MERCH_HC_002_272,Tata 1mg Healthcare,TATA 1MG HEALTHCARE,Healthcare
MERCH_HC_002_272,Tata 1mg Healthcare,1MG TECHNOLOGIES HEALTHCARE,Healthcare
MERCH_HC_002_273,Tata 1mg Medical,1MG MEDICAL,Healthcare
MERCH_HC_002_273,Tata 1mg Medical,TATA 1MG MEDICAL,Healthcare
MERCH_HC_002_273,Tata 1mg Medical,1MG TECHNOLOGIES MEDICAL,Healthcare
MERCH_HC_002_274,Tata 1mg Care,1MG CARE,Healthcare
MERCH_HC_002_274,Tata 1mg Care,TATA 1MG CARE,Healthcare
MERCH_HC_002_274,Tata 1mg Care,1MG TECHNOLOGIES CARE,Healthcare
MERCH_HC_003_275,Practo,PRACTO,Healthcare
MERCH_HC_003_275,Practo,PRACTO CONSULTATION,Healthcare
MERCH_HC_003_275,Practo,PRACTO CARE,Healthcare
MERCH_HC_003_276,Practo Healthcare,PRACTO HEALTHCARE,Healthcare
MERCH_HC_003_276,Practo Healthcare,PRACTO CONSULTATION HEALTHCARE,Healthcare
MERCH_HC_003_276,Practo Healthcare,PRACTO CARE HEALTHCARE,Healthcare
MERCH_HC_003_277,Practo Medical,PRACTO MEDICAL,Healthcare
MERCH_HC_003_277,Practo Medical,PRACTO CONSULTATION MEDICAL,Healthcare
MERCH_HC_003_277,Practo Medical,PRACTO CARE MEDICAL,Healthcare
MERCH_HC_003_278,Practo Care,PRACTO CARE,Healthcare
MERCH_HC_003_278,Practo Care,PRACTO CONSULTATION CARE,Healthcare
MERCH_HC_003_278,Practo Care,PRACTO CARE CARE,Healthcare
MERCH_HC_004_279,Dr Lal PathLabs,DR LAL PATHLABS,Healthcare
MERCH_HC_004_279,Dr Lal PathLabs,LAL PATHLABS DIAGNOSTICS,Healthcare
MERCH_HC_004_280,Dr Lal PathLabs Healthcare,DR LAL PATHLABS HEALTHCARE,Healthcare
MERCH_HC_004_280,Dr Lal PathLabs Healthcare,LAL PATHLABS DIAGNOSTICS HEALTHCARE,Healthcare
MERCH_HC_004_281,Dr Lal PathLabs Medical,DR LAL PATHLABS MEDICAL,Healthcare
MERCH_HC_004_281,Dr Lal PathLabs Medical,LAL PATHLABS DIAGNOSTICS MEDICAL,Healthcare
MERCH_HC_004_282,Dr Lal PathLabs Care,DR LAL PATHLABS CARE,Healthcare
MERCH_HC_004_282,Dr Lal PathLabs Care,LAL PATHLABS DIAGNOSTICS CARE,Healthcare
MERCH_HC_005_283,Cult.fit Gym,CULT FIT,Healthcare
MERCH_HC_005_283,Cult.fit Gym,CUREFIT HEALTHCARE,Healthcare
MERCH_HC_005_283,Cult.fit Gym,CULTPASS,Healthcare
MERCH_HC_005_284,Cult.fit Gym Healthcare,CULT FIT HEALTHCARE,Healthcare
MERCH_HC_005_284,Cult.fit Gym Healthcare,CUREFIT HEALTHCARE HEALTHCARE,Healthcare
MERCH_HC_005_284,Cult.fit Gym Healthcare,CULTPASS HEALTHCARE,Healthcare
MERCH_HC_005_285,Cult.fit Gym Medical,CULT FIT MEDICAL,Healthcare
MERCH_HC_005_285,Cult.fit Gym Medical,CUREFIT HEALTHCARE MEDICAL,Healthcare
MERCH_HC_005_285,Cult.fit Gym Medical,CULTPASS MEDICAL,Healthcare
MERCH_HC_005_286,Cult.fit Gym Care,CULT FIT CARE,Healthcare
MERCH_HC_005_286,Cult.fit Gym Care,CUREFIT HEALTHCARE CARE,Healthcare
MERCH_HC_005_286,Cult.fit Gym Care,CULTPASS CARE,Healthcare
MERCH_HC_006_287,Lenskart,LENSKART,Healthcare
MERCH_HC_006_287,Lenskart,LENSKART SOLUTIONS,Healthcare
MERCH_HC_006_288,Lenskart Healthcare,LENSKART HEALTHCARE,Healthcare
MERCH_HC_006_288,Lenskart Healthcare,LENSKART SOLUTIONS HEALTHCARE,Healthcare
MERCH_HC_006_289,Lenskart Medical,LENSKART MEDICAL,Healthcare
MERCH_HC_006_289,Lenskart Medical,LENSKART SOLUTIONS MEDICAL,Healthcare
MERCH_HC_006_290,Lenskart Care,LENSKART CARE,Healthcare
MERCH_HC_006_290,Lenskart Care,LENSKART SOLUTIONS CARE,Healthcare
MERCH_ED_000_291,Udemy,UDEMY,Education
MERCH_ED_000_291,Udemy,UDEMY ONLINE COURSES,Education
MERCH_ED_000_292,Udemy Learning,UDEMY LEARNING,Education
MERCH_ED_000_292,Udemy Learning,UDEMY ONLINE COURSES LEARNING,Education
MERCH_ED_000_293,Udemy Edu,UDEMY EDU,Education
MERCH_ED_000_293,Udemy Edu,UDEMY ONLINE COURSES EDU,Education
MERCH_ED_000_294,Udemy Academy,UDEMY ACADEMY,Education
MERCH_ED_000_294,Udemy Academy,UDEMY ONLINE COURSES ACADEMY,Education
MERCH_ED_001_295,Coursera,COURSERA,Education
MERCH_ED_001_295,Coursera,COURSERA INC,Education
MERCH_ED_001_296,Coursera Learning,COURSERA LEARNING,Education
MERCH_ED_001_296,Coursera Learning,COURSERA INC LEARNING,Education
MERCH_ED_001_297,Coursera Edu,COURSERA EDU,Education
MERCH_ED_001_297,Coursera Edu,COURSERA INC EDU,Education
MERCH_ED_001_298,Coursera Academy,COURSERA ACADEMY,Education
MERCH_ED_001_298,Coursera Academy,COURSERA INC ACADEMY,Education
MERCH_ED_002_299,Unacademy,UNACADEMY,Education
MERCH_ED_002_299,Unacademy,SORTING HAT TECHNOLOGIES,Education
MERCH_ED_002_300,Unacademy Learning,UNACADEMY LEARNING,Education
MERCH_ED_002_300,Unacademy Learning,SORTING HAT TECHNOLOGIES LEARNING,Education
MERCH_ED_002_301,Unacademy Edu,UNACADEMY EDU,Education
MERCH_ED_002_301,Unacademy Edu,SORTING HAT TECHNOLOGIES EDU,Education
MERCH_ED_002_302,Unacademy Academy,UNACADEMY ACADEMY,Education
MERCH_ED_002_302,Unacademy Academy,SORTING HAT TECHNOLOGIES ACADEMY,Education
MERCH_ED_003_303,PhysicsWallah,PHYSICSWALLAH,Education
MERCH_ED_003_303,PhysicsWallah,PW LIVE,Education
MERCH_ED_003_304,PhysicsWallah Learning,PHYSICSWALLAH LEARNING,Education
MERCH_ED_003_304,PhysicsWallah Learning,PW LIVE LEARNING,Education
MERCH_ED_003_305,PhysicsWallah Edu,PHYSICSWALLAH EDU,Education
MERCH_ED_003_305,PhysicsWallah Edu,PW LIVE EDU,Education
MERCH_ED_003_306,PhysicsWallah Academy,PHYSICSWALLAH ACADEMY,Education
MERCH_ED_003_306,PhysicsWallah Academy,PW LIVE ACADEMY,Education
MERCH_ED_004_307,Scaler Academy,SCALER,Education
MERCH_ED_004_307,Scaler Academy,SCALER ACADEMY,Education
MERCH_ED_004_307,Scaler Academy,INTERVIEWBIT,Education
MERCH_ED_004_308,Scaler Academy Learning,SCALER LEARNING,Education
MERCH_ED_004_308,Scaler Academy Learning,SCALER ACADEMY LEARNING,Education
MERCH_ED_004_308,Scaler Academy Learning,INTERVIEWBIT LEARNING,Education
MERCH_ED_004_309,Scaler Academy Edu,SCALER EDU,Education
MERCH_ED_004_309,Scaler Academy Edu,SCALER ACADEMY EDU,Education
MERCH_ED_004_309,Scaler Academy Edu,INTERVIEWBIT EDU,Education
MERCH_ED_004_310,Scaler Academy Academy,SCALER ACADEMY,Education
MERCH_ED_004_310,Scaler Academy Academy,SCALER ACADEMY ACADEMY,Education
MERCH_ED_004_310,Scaler Academy Academy,INTERVIEWBIT ACADEMY,Education
MERCH_ED_005_311,Crossword Bookstore,CROSSWORD,Education
MERCH_ED_005_311,Crossword Bookstore,CROSSWORD BOOKSTORES,Education
MERCH_ED_005_312,Crossword Bookstore Learning,CROSSWORD LEARNING,Education
MERCH_ED_005_312,Crossword Bookstore Learning,CROSSWORD BOOKSTORES LEARNING,Education
MERCH_ED_005_313,Crossword Bookstore Edu,CROSSWORD EDU,Education
MERCH_ED_005_313,Crossword Bookstore Edu,CROSSWORD BOOKSTORES EDU,Education
MERCH_ED_005_314,Crossword Bookstore Academy,CROSSWORD ACADEMY,Education
MERCH_ED_005_314,Crossword Bookstore Academy,CROSSWORD BOOKSTORES ACADEMY,Education
MERCH_ED_006_315,School Tuition Fee,SCHOOL FEE,Education
MERCH_ED_006_315,School Tuition Fee,DELHI PUBLIC SCHOOL FEE,Education
MERCH_ED_006_315,School Tuition Fee,RYAN INTL SCHOOL,Education
MERCH_ED_006_316,School Tuition Fee Learning,SCHOOL FEE LEARNING,Education
MERCH_ED_006_316,School Tuition Fee Learning,DELHI PUBLIC SCHOOL FEE LEARNING,Education
MERCH_ED_006_316,School Tuition Fee Learning,RYAN INTL SCHOOL LEARNING,Education
MERCH_ED_006_317,School Tuition Fee Edu,SCHOOL FEE EDU,Education
MERCH_ED_006_317,School Tuition Fee Edu,DELHI PUBLIC SCHOOL FEE EDU,Education
MERCH_ED_006_317,School Tuition Fee Edu,RYAN INTL SCHOOL EDU,Education
MERCH_ED_006_318,School Tuition Fee Academy,SCHOOL FEE ACADEMY,Education
MERCH_ED_006_318,School Tuition Fee Academy,DELHI PUBLIC SCHOOL FEE ACADEMY,Education
MERCH_ED_006_318,School Tuition Fee Academy,RYAN INTL SCHOOL ACADEMY,Education
MERCH_SH_000_319,Amazon India,AMAZON,Shopping
MERCH_SH_000_319,Amazon India,AMZN PAY,Shopping
MERCH_SH_000_319,Amazon India,AMAZON SELLER SERVICES,Shopping
MERCH_SH_000_319,Amazon India,AMAZON PAY INDIA,Shopping
MERCH_SH_000_320,Amazon India Retail,AMAZON RETAIL,Shopping
MERCH_SH_000_320,Amazon India Retail,AMZN PAY RETAIL,Shopping
MERCH_SH_000_320,Amazon India Retail,AMAZON SELLER SERVICES RETAIL,Shopping
MERCH_SH_000_320,Amazon India Retail,AMAZON PAY INDIA RETAIL,Shopping
MERCH_SH_000_321,Amazon India Store,AMAZON STORE,Shopping
MERCH_SH_000_321,Amazon India Store,AMZN PAY STORE,Shopping
MERCH_SH_000_321,Amazon India Store,AMAZON SELLER SERVICES STORE,Shopping
MERCH_SH_000_321,Amazon India Store,AMAZON PAY INDIA STORE,Shopping
MERCH_SH_000_322,Amazon India Fashion,AMAZON FASHION,Shopping
MERCH_SH_000_322,Amazon India Fashion,AMZN PAY FASHION,Shopping
MERCH_SH_000_322,Amazon India Fashion,AMAZON SELLER SERVICES FASHION,Shopping
MERCH_SH_000_322,Amazon India Fashion,AMAZON PAY INDIA FASHION,Shopping
MERCH_SH_000_323,Amazon India Digital,AMAZON DIGITAL,Shopping
MERCH_SH_000_323,Amazon India Digital,AMZN PAY DIGITAL,Shopping
MERCH_SH_000_323,Amazon India Digital,AMAZON SELLER SERVICES DIGITAL,Shopping
MERCH_SH_000_323,Amazon India Digital,AMAZON PAY INDIA DIGITAL,Shopping
MERCH_SH_001_324,Flipkart,FLIPKART,Shopping
MERCH_SH_001_324,Flipkart,FLIPKART INTERNET,Shopping
MERCH_SH_001_324,Flipkart,FKMP PAY,Shopping
MERCH_SH_001_325,Flipkart Retail,FLIPKART RETAIL,Shopping
MERCH_SH_001_325,Flipkart Retail,FLIPKART INTERNET RETAIL,Shopping
MERCH_SH_001_325,Flipkart Retail,FKMP PAY RETAIL,Shopping
MERCH_SH_001_326,Flipkart Store,FLIPKART STORE,Shopping
MERCH_SH_001_326,Flipkart Store,FLIPKART INTERNET STORE,Shopping
MERCH_SH_001_326,Flipkart Store,FKMP PAY STORE,Shopping
MERCH_SH_001_327,Flipkart Fashion,FLIPKART FASHION,Shopping
MERCH_SH_001_327,Flipkart Fashion,FLIPKART INTERNET FASHION,Shopping
MERCH_SH_001_327,Flipkart Fashion,FKMP PAY FASHION,Shopping
MERCH_SH_001_328,Flipkart Digital,FLIPKART DIGITAL,Shopping
MERCH_SH_001_328,Flipkart Digital,FLIPKART INTERNET DIGITAL,Shopping
MERCH_SH_001_328,Flipkart Digital,FKMP PAY DIGITAL,Shopping
MERCH_SH_002_329,Myntra,MYNTRA,Shopping
MERCH_SH_002_329,Myntra,MYNTRA DESIGNS,Shopping
MERCH_SH_002_329,Myntra,MYNTRA FASHION,Shopping
MERCH_SH_002_330,Myntra Retail,MYNTRA RETAIL,Shopping
MERCH_SH_002_330,Myntra Retail,MYNTRA DESIGNS RETAIL,Shopping
MERCH_SH_002_330,Myntra Retail,MYNTRA FASHION RETAIL,Shopping
MERCH_SH_002_331,Myntra Store,MYNTRA STORE,Shopping
MERCH_SH_002_331,Myntra Store,MYNTRA DESIGNS STORE,Shopping
MERCH_SH_002_331,Myntra Store,MYNTRA FASHION STORE,Shopping
MERCH_SH_002_332,Myntra Fashion,MYNTRA FASHION,Shopping
MERCH_SH_002_332,Myntra Fashion,MYNTRA DESIGNS FASHION,Shopping
MERCH_SH_002_332,Myntra Fashion,MYNTRA FASHION FASHION,Shopping
MERCH_SH_002_333,Myntra Digital,MYNTRA DIGITAL,Shopping
MERCH_SH_002_333,Myntra Digital,MYNTRA DESIGNS DIGITAL,Shopping
MERCH_SH_002_333,Myntra Digital,MYNTRA FASHION DIGITAL,Shopping
MERCH_SH_003_334,Nykaa,NYKAA,Shopping
MERCH_SH_003_334,Nykaa,FSN E-COMMERCE,Shopping
MERCH_SH_003_334,Nykaa,NYKAA BEAUTY,Shopping
MERCH_SH_003_335,Nykaa Retail,NYKAA RETAIL,Shopping
MERCH_SH_003_335,Nykaa Retail,FSN E-COMMERCE RETAIL,Shopping
MERCH_SH_003_335,Nykaa Retail,NYKAA BEAUTY RETAIL,Shopping
MERCH_SH_003_336,Nykaa Store,NYKAA STORE,Shopping
MERCH_SH_003_336,Nykaa Store,FSN E-COMMERCE STORE,Shopping
MERCH_SH_003_336,Nykaa Store,NYKAA BEAUTY STORE,Shopping
MERCH_SH_003_337,Nykaa Fashion,NYKAA FASHION,Shopping
MERCH_SH_003_337,Nykaa Fashion,FSN E-COMMERCE FASHION,Shopping
MERCH_SH_003_337,Nykaa Fashion,NYKAA BEAUTY FASHION,Shopping
MERCH_SH_003_338,Nykaa Digital,NYKAA DIGITAL,Shopping
MERCH_SH_003_338,Nykaa Digital,FSN E-COMMERCE DIGITAL,Shopping
MERCH_SH_003_338,Nykaa Digital,NYKAA BEAUTY DIGITAL,Shopping
MERCH_SH_004_339,Zudio,ZUDIO,Shopping
MERCH_SH_004_339,Zudio,TRENT LTD ZUDIO,Shopping
MERCH_SH_004_340,Zudio Retail,ZUDIO RETAIL,Shopping
MERCH_SH_004_340,Zudio Retail,TRENT LTD ZUDIO RETAIL,Shopping
MERCH_SH_004_341,Zudio Store,ZUDIO STORE,Shopping
MERCH_SH_004_341,Zudio Store,TRENT LTD ZUDIO STORE,Shopping
MERCH_SH_004_342,Zudio Fashion,ZUDIO FASHION,Shopping
MERCH_SH_004_342,Zudio Fashion,TRENT LTD ZUDIO FASHION,Shopping
MERCH_SH_004_343,Zudio Digital,ZUDIO DIGITAL,Shopping
MERCH_SH_004_343,Zudio Digital,TRENT LTD ZUDIO DIGITAL,Shopping
MERCH_SH_005_344,Westside,WESTSIDE,Shopping
MERCH_SH_005_344,Westside,TRENT LIMITED WESTSIDE,Shopping
MERCH_SH_005_345,Westside Retail,WESTSIDE RETAIL,Shopping
MERCH_SH_005_345,Westside Retail,TRENT LIMITED WESTSIDE RETAIL,Shopping
MERCH_SH_005_346,Westside Store,WESTSIDE STORE,Shopping
MERCH_SH_005_346,Westside Store,TRENT LIMITED WESTSIDE STORE,Shopping
MERCH_SH_005_347,Westside Fashion,WESTSIDE FASHION,Shopping
MERCH_SH_005_347,Westside Fashion,TRENT LIMITED WESTSIDE FASHION,Shopping
MERCH_SH_005_348,Westside Digital,WESTSIDE DIGITAL,Shopping
MERCH_SH_005_348,Westside Digital,TRENT LIMITED WESTSIDE DIGITAL,Shopping
MERCH_SH_006_349,Zara India,ZARA,Shopping
MERCH_SH_006_349,Zara India,INDITEX ZARA,Shopping
MERCH_SH_006_350,Zara India Retail,ZARA RETAIL,Shopping
MERCH_SH_006_350,Zara India Retail,INDITEX ZARA RETAIL,Shopping
MERCH_SH_006_351,Zara India Store,ZARA STORE,Shopping
MERCH_SH_006_351,Zara India Store,INDITEX ZARA STORE,Shopping
MERCH_SH_006_352,Zara India Fashion,ZARA FASHION,Shopping
MERCH_SH_006_352,Zara India Fashion,INDITEX ZARA FASHION,Shopping
